Time,Extension,Load,Tensile stress,Tensile strain,Strain 1,Displacement (Strain 1)
(sec),(mm),(N),(MPa),(mm/mm),(mm/mm),(mm)
0.00000,0.06607,307.06138,14.49114,0.00007,0.00007,0.00330
0.05000,0.07229,405.78400,19.15015,0.00012,0.00012,0.00614
0.10000,0.07426,451.37685,21.30181,0.00009,0.00009,0.00466
0.15000,0.07456,459.90790,21.70442,0.00012,0.00012,0.00608
0.20000,0.07456,460.01417,21.70943,0.00008,0.00008,0.00400
0.25000,0.07456,459.83307,21.70089,0.00012,0.00012,0.00606
0.30000,0.07456,458.99646,21.66140,0.00009,0.00009,0.00459
0.35000,0.07456,459.19092,21.67058,0.00011,0.00011,0.00552
0.40000,0.07462,459.51353,21.68580,0.00008,0.00008,0.00391
0.45000,0.07480,459.55745,21.68788,0.00013,0.00013,0.00634
0.50000,0.07527,461.36193,21.77304,0.00009,0.00009,0.00467
0.55000,0.07593,470.89383,22.22288,0.00011,0.00011,0.00573
0.60000,0.07671,481.29759,22.71386,0.00009,0.00009,0.00435
0.65000,0.07749,490.75736,23.16029,0.00013,0.00013,0.00638
0.70000,0.07838,501.83930,23.68328,0.00010,0.00010,0.00516
0.75000,0.07928,512.22388,24.17336,0.00012,0.00012,0.00584
0.80000,0.08024,525.52111,24.80090,0.00010,0.00010,0.00509
0.85000,0.08107,537.22714,25.35334,0.00013,0.00013,0.00656
0.90000,0.08191,547.11187,25.81983,0.00012,0.00012,0.00576
0.95000,0.08281,559.43341,26.40132,0.00012,0.00012,0.00616
1.00000,0.08371,571.22409,26.95776,0.00013,0.00013,0.00633
1.05000,0.08448,581.77998,27.45592,0.00013,0.00013,0.00670
1.10000,0.08532,592.26211,27.95060,0.00013,0.00013,0.00630
1.15000,0.08616,603.44171,28.47820,0.00013,0.00013,0.00669
1.20000,0.08699,614.26768,28.98911,0.00014,0.00014,0.00700
1.25000,0.08777,625.97999,29.54185,0.00014,0.00014,0.00678
1.30000,0.08855,634.03007,29.92176,0.00013,0.00013,0.00661
1.35000,0.08939,646.17675,30.49500,0.00014,0.00014,0.00705
1.40000,0.09028,657.71500,31.03952,0.00015,0.00015,0.00761
1.45000,0.09118,669.98200,31.61843,0.00015,0.00015,0.00726
1.50000,0.09202,680.54725,32.11704,0.00015,0.00015,0.00747
1.55000,0.09285,692.23372,32.66856,0.00015,0.00015,0.00767
1.60000,0.09375,704.21807,33.23414,0.00016,0.00016,0.00783
1.65000,0.09459,715.52508,33.76775,0.00016,0.00016,0.00780
1.70000,0.09536,726.43296,34.28252,0.00016,0.00016,0.00778
1.75000,0.09614,736.54465,34.75972,0.00016,0.00016,0.00816
1.80000,0.09692,748.69446,35.33311,0.00016,0.00016,0.00802
1.85000,0.09776,759.78506,35.85651,0.00017,0.00017,0.00826
1.90000,0.09853,771.01989,36.38671,0.00017,0.00017,0.00837
1.95000,0.09931,780.42946,36.83078,0.00017,0.00017,0.00853
2.00000,0.10021,792.12412,37.38268,0.00018,0.00018,0.00884
2.05000,0.10104,806.02504,38.03871,0.00017,0.00017,0.00857
2.10000,0.10194,815.87611,38.50361,0.00018,0.00018,0.00879
2.15000,0.10278,827.83811,39.06813,0.00018,0.00018,0.00910
2.20000,0.10367,841.45991,39.71099,0.00018,0.00018,0.00892
2.25000,0.10451,853.83514,40.29501,0.00018,0.00018,0.00912
2.30000,0.10535,865.38717,40.84018,0.00019,0.00019,0.00963
2.35000,0.10619,876.14842,41.34804,0.00020,0.00020,0.00975
2.40000,0.10702,888.43815,41.92803,0.00019,0.00019,0.00964
2.45000,0.10786,900.61622,42.50275,0.00019,0.00019,0.00965
2.50000,0.10864,911.54883,43.01869,0.00020,0.00020,0.01016
2.55000,0.10941,921.39980,43.48359,0.00020,0.00020,0.00984
2.60000,0.11025,934.08870,44.08241,0.00020,0.00020,0.01015
2.65000,0.11115,947.38705,44.71000,0.00021,0.00021,0.01037
2.70000,0.11199,957.46154,45.18545,0.00021,0.00021,0.01036
2.75000,0.11288,969.78461,45.76701,0.00021,0.00021,0.01058
2.80000,0.11372,982.71100,46.37704,0.00021,0.00021,0.01037
2.85000,0.11462,994.74043,46.94475,0.00022,0.00022,0.01087
2.90000,0.11539,1006.29674,47.49012,0.00022,0.00022,0.01121
2.95000,0.11617,1016.17519,47.95632,0.00022,0.00022,0.01077
3.00000,0.11701,1028.42655,48.53450,0.00021,0.00021,0.01073
3.05000,0.11779,1039.87344,49.07471,0.00023,0.00023,0.01148
3.10000,0.11862,1051.66649,49.63126,0.00023,0.00023,0.01157
3.15000,0.11940,1063.89672,50.20844,0.00023,0.00023,0.01140
3.20000,0.12018,1074.08874,50.68943,0.00022,0.00022,0.01114
3.25000,0.12107,1086.80148,51.28938,0.00024,0.00024,0.01177
3.30000,0.12197,1099.26611,51.87762,0.00024,0.00024,0.01184
3.35000,0.12275,1110.73181,52.41872,0.00024,0.00024,0.01189
3.40000,0.12358,1124.57322,53.07194,0.00025,0.00025,0.01233
3.45000,0.12442,1134.99854,53.56394,0.00025,0.00025,0.01238
3.50000,0.12532,1149.10016,54.22944,0.00025,0.00025,0.01268
3.55000,0.12622,1161.14067,54.79767,0.00025,0.00025,0.01244
3.60000,0.12705,1172.92274,55.35370,0.00026,0.00026,0.01287
3.65000,0.12789,1185.00749,55.92402,0.00026,0.00026,0.01296
3.70000,0.12867,1195.10666,56.40062,0.00026,0.00026,0.01295
3.75000,0.12944,1206.31596,56.92962,0.00025,0.00025,0.01275
3.80000,0.13016,1218.76840,57.51729,0.00026,0.00026,0.01315
3.85000,0.13100,1228.85192,57.99316,0.00027,0.00027,0.01330
3.90000,0.13196,1242.76970,58.64998,0.00027,0.00027,0.01340
3.95000,0.13279,1255.34367,59.24339,0.00027,0.00027,0.01352
4.00000,0.13369,1267.78986,59.83076,0.00028,0.00028,0.01382
4.05000,0.13459,1280.61939,60.43622,0.00027,0.00027,0.01361
4.10000,0.13548,1293.23099,61.03140,0.00027,0.00027,0.01366
4.15000,0.13626,1304.87317,61.58083,0.00028,0.00028,0.01415
4.20000,0.13710,1317.33892,62.16913,0.00029,0.00029,0.01427
4.25000,0.13787,1330.26261,62.77903,0.00029,0.00029,0.01433
4.30000,0.13871,1340.03051,63.24001,0.00028,0.00028,0.01404
4.35000,0.13943,1351.58990,63.78553,0.00029,0.00029,0.01449
4.40000,0.14021,1362.69815,64.30976,0.00030,0.00030,0.01489
4.45000,0.14104,1375.04274,64.89234,0.00029,0.00029,0.01471
4.50000,0.14194,1387.86882,65.49764,0.00029,0.00029,0.01472
4.55000,0.14284,1401.26683,66.12994,0.00030,0.00030,0.01521
4.60000,0.14367,1412.44987,66.65769,0.00031,0.00031,0.01540
4.65000,0.14451,1425.37355,67.26760,0.00031,0.00031,0.01538
4.70000,0.14535,1437.44452,67.83727,0.00031,0.00031,0.01538
4.75000,0.14625,1450.63708,68.45986,0.00032,0.00032,0.01579
4.80000,0.14708,1463.19112,69.05232,0.00032,0.00032,0.01585
4.85000,0.14792,1475.87601,69.65096,0.00032,0.00032,0.01585
4.90000,0.14870,1487.44015,70.19671,0.00032,0.00032,0.01593
4.95000,0.14947,1499.05132,70.74467,0.00032,0.00032,0.01621
5.00000,0.15025,1510.71185,71.29497,0.00033,0.00033,0.01626
5.05000,0.15103,1522.61509,71.85672,0.00033,0.00033,0.01625
5.10000,0.15187,1534.37117,72.41152,0.00033,0.00033,0.01666
5.15000,0.15276,1547.41202,73.02695,0.00033,0.00033,0.01655
5.20000,0.15360,1559.50924,73.59786,0.00033,0.00033,0.01672
5.25000,0.15444,1571.10561,74.14513,0.00033,0.00033,0.01670
5.30000,0.15533,1583.08186,74.71032,0.00034,0.00034,0.01724
5.35000,0.15617,1596.37518,75.33768,0.00035,0.00035,0.01734
5.40000,0.15707,1609.79554,75.97102,0.00034,0.00034,0.01725
5.45000,0.15790,1621.88970,76.54178,0.00035,0.00035,0.01737
5.50000,0.15868,1633.56550,77.09280,0.00036,0.00036,0.01785
5.55000,0.15952,1643.92106,77.58150,0.00035,0.00035,0.01774
5.60000,0.16030,1656.12921,78.15765,0.00035,0.00035,0.01750
5.65000,0.16107,1667.49209,78.69389,0.00036,0.00036,0.01793
5.70000,0.16191,1678.22875,79.20058,0.00036,0.00036,0.01813
5.75000,0.16275,1691.89125,79.84536,0.00036,0.00036,0.01814
5.80000,0.16364,1705.30826,80.47855,0.00037,0.00037,0.01831
5.85000,0.16448,1716.62271,81.01251,0.00037,0.00037,0.01846
5.90000,0.16526,1729.92088,81.64009,0.00037,0.00037,0.01870
5.95000,0.16615,1742.20875,82.21999,0.00037,0.00037,0.01858
6.00000,0.16705,1754.48656,82.79942,0.00038,0.00038,0.01875
6.05000,0.16789,1768.13286,83.44343,0.00038,0.00038,0.01896
6.10000,0.16867,1779.21765,83.96655,0.00038,0.00038,0.01907
6.15000,0.16944,1790.32795,84.49088,0.00038,0.00038,0.01925
6.20000,0.17028,1803.14537,85.09577,0.00039,0.00039,0.01941
6.25000,0.17106,1815.53643,85.68054,0.00039,0.00039,0.01956
6.30000,0.17183,1825.67239,86.15889,0.00039,0.00039,0.01934
6.35000,0.17273,1838.37172,86.75821,0.00039,0.00039,0.01957
6.40000,0.17363,1851.80083,87.39197,0.00040,0.00040,0.01995
6.45000,0.17447,1863.70965,87.95398,0.00040,0.00040,0.02005
6.50000,0.17530,1876.36334,88.55115,0.00040,0.00040,0.02010
6.55000,0.17614,1888.22988,89.11116,0.00040,0.00040,0.01990
6.60000,0.17704,1901.22332,89.72436,0.00041,0.00041,0.02072
6.65000,0.17793,1914.82063,90.36606,0.00041,0.00041,0.02058
6.70000,0.17871,1924.73512,90.83395,0.00041,0.00041,0.02036
6.75000,0.17949,1935.91639,91.36163,0.00041,0.00041,0.02056
6.80000,0.18033,1948.61591,91.96096,0.00042,0.00042,0.02077
6.85000,0.18122,1960.48450,92.52107,0.00042,0.00042,0.02095
6.90000,0.18200,1974.14346,93.16568,0.00042,0.00042,0.02109
6.95000,0.18284,1985.43388,93.69851,0.00043,0.00043,0.02141
7.00000,0.18367,1998.65140,94.32228,0.00043,0.00043,0.02152
7.05000,0.18451,2009.75537,94.84631,0.00043,0.00043,0.02147
7.10000,0.18535,2022.13116,95.43036,0.00043,0.00043,0.02149
7.15000,0.18618,2033.86284,95.98402,0.00043,0.00043,0.02168
7.20000,0.18702,2046.43365,96.57726,0.00044,0.00044,0.02187
7.25000,0.18792,2059.12739,97.17632,0.00044,0.00044,0.02207
7.30000,0.18876,2071.49610,97.76004,0.00044,0.00044,0.02197
7.35000,0.18953,2082.86773,98.29670,0.00045,0.00045,0.02229
7.40000,0.19031,2095.31151,98.88396,0.00045,0.00045,0.02258
7.45000,0.19109,2107.10503,99.44053,0.00045,0.00045,0.02229
7.50000,0.19186,2117.52933,99.93248,0.00046,0.00046,0.02276
7.55000,0.19264,2129.39903,100.49265,0.00046,0.00046,0.02276
7.60000,0.19348,2140.70976,101.02644,0.00046,0.00046,0.02285
7.65000,0.19438,2154.84910,101.69371,0.00046,0.00046,0.02304
7.70000,0.19527,2167.88817,102.30907,0.00047,0.00047,0.02342
7.75000,0.19611,2180.79854,102.91834,0.00047,0.00047,0.02340
7.80000,0.19701,2192.44659,103.46805,0.00046,0.00046,0.02317
7.85000,0.19790,2205.78667,104.09761,0.00047,0.00047,0.02347
7.90000,0.19880,2218.25875,104.68620,0.00048,0.00048,0.02409
7.95000,0.19958,2230.32720,105.25574,0.00048,0.00048,0.02380
8.00000,0.20035,2240.04779,105.71449,0.00047,0.00047,0.02364
8.05000,0.20119,2252.05030,106.28092,0.00048,0.00048,0.02391
8.10000,0.20203,2263.49570,106.82107,0.00049,0.00049,0.02440
8.15000,0.20281,2274.72540,107.35103,0.00048,0.00048,0.02420
8.20000,0.20358,2287.06952,107.93359,0.00048,0.00048,0.02414
8.25000,0.20442,2298.15971,108.45696,0.00048,0.00048,0.02409
8.30000,0.20532,2311.06859,109.06617,0.00050,0.00050,0.02484
8.35000,0.20615,2323.17485,109.63750,0.00049,0.00049,0.02472
8.40000,0.20705,2336.10515,110.24773,0.00050,0.00050,0.02478
8.45000,0.20795,2349.39456,110.87489,0.00050,0.00050,0.02511
8.50000,0.20884,2363.24146,111.52837,0.00051,0.00051,0.02530
8.55000,0.20962,2375.87187,112.12444,0.00050,0.00050,0.02512
8.60000,0.21034,2385.41719,112.57491,0.00050,0.00050,0.02522
8.65000,0.21118,2394.09339,112.98436,0.00050,0.00050,0.02517
8.70000,0.21201,2407.17884,113.60190,0.00052,0.00052,0.02599
8.75000,0.21279,2419.08524,114.16380,0.00051,0.00051,0.02562
8.80000,0.21357,2429.84388,114.67153,0.00051,0.00051,0.02541
8.85000,0.21435,2440.16144,115.15845,0.00052,0.00052,0.02599
8.90000,0.21524,2452.76559,115.75327,0.00052,0.00052,0.02614
8.95000,0.21614,2466.45212,116.39919,0.00053,0.00053,0.02645
9.00000,0.21698,2477.87144,116.93810,0.00053,0.00053,0.02648
9.05000,0.21781,2487.87627,117.41025,0.00052,0.00052,0.02586
9.10000,0.21871,2501.65462,118.06049,0.00053,0.00053,0.02658
9.15000,0.21955,2513.89667,118.63823,0.00052,0.00052,0.02620
9.20000,0.22032,2525.57322,119.18929,0.00053,0.00053,0.02665
9.25000,0.22116,2537.25816,119.74073,0.00055,0.00055,0.02728
9.30000,0.22200,2549.51045,120.31895,0.00054,0.00054,0.02686
9.35000,0.22284,2561.78379,120.89816,0.00054,0.00054,0.02692
9.40000,0.22355,2571.78135,121.36998,0.00055,0.00055,0.02742
9.45000,0.22433,2582.67410,121.88404,0.00055,0.00055,0.02748
9.50000,0.22523,2594.33389,122.43430,0.00056,0.00056,0.02777
9.55000,0.22612,2607.51229,123.05623,0.00055,0.00055,0.02755
9.60000,0.22702,2619.40956,123.61770,0.00056,0.00056,0.02809
9.65000,0.22786,2631.54805,124.19055,0.00057,0.00057,0.02836
9.70000,0.22875,2645.26922,124.83809,0.00057,0.00057,0.02833
9.75000,0.22965,2658.27123,125.45170,0.00057,0.00057,0.02831
9.80000,0.23043,2670.92250,126.04874,0.00058,0.00058,0.02898
9.85000,0.23121,2680.65296,126.50796,0.00058,0.00058,0.02910
9.90000,0.23204,2692.58805,127.07121,0.00058,0.00058,0.02896
9.95000,0.23282,2702.47683,127.53789,0.00057,0.00057,0.02859
10.00000,0.23360,2714.52218,128.10634,0.00058,0.00058,0.02912
10.05000,0.23437,2724.95616,128.59875,0.00059,0.00059,0.02933
10.10000,0.23521,2734.99191,129.07237,0.00057,0.00057,0.02867
10.15000,0.23611,2748.41972,129.70607,0.00059,0.00059,0.02962
10.20000,0.23701,2760.92179,130.29608,0.00060,0.00060,0.02984
10.25000,0.23784,2773.44212,130.88695,0.00059,0.00059,0.02937
10.30000,0.23868,2786.24874,131.49133,0.00059,0.00059,0.02936
10.35000,0.23952,2797.79416,132.03619,0.00060,0.00060,0.02993
10.40000,0.24035,2810.39961,132.63109,0.00060,0.00060,0.03017
10.45000,0.24119,2820.38432,133.10229,0.00060,0.00060,0.02995
10.50000,0.24197,2831.67735,133.63524,0.00060,0.00060,0.03008
10.55000,0.24281,2843.12274,134.17538,0.00061,0.00061,0.03058
10.60000,0.24364,2855.73844,134.77075,0.00061,0.00061,0.03067
10.65000,0.24442,2866.32050,135.27016,0.00061,0.00061,0.03029
10.70000,0.24520,2877.24324,135.78563,0.00061,0.00061,0.03064
10.75000,0.24609,2887.78245,136.28300,0.00062,0.00062,0.03104
10.80000,0.24699,2900.11875,136.86519,0.00062,0.00062,0.03094
10.85000,0.24783,2912.56811,137.45271,0.00061,0.00061,0.03065
10.90000,0.24866,2923.54170,137.97060,0.00062,0.00062,0.03097
10.95000,0.24950,2935.11022,138.51654,0.00063,0.00063,0.03158
11.00000,0.25040,2949.16928,139.18004,0.00063,0.00063,0.03171
11.05000,0.25130,2960.17546,139.69945,0.00063,0.00063,0.03131
11.10000,0.25207,2970.97657,140.20918,0.00063,0.00063,0.03174
11.15000,0.25291,2980.48332,140.65784,0.00064,0.00064,0.03185
11.20000,0.25375,2992.10567,141.20633,0.00064,0.00064,0.03193
11.25000,0.25452,3003.37058,141.73796,0.00064,0.00064,0.03184
11.30000,0.25530,3011.22107,142.10844,0.00064,0.00064,0.03206
11.35000,0.25614,3020.72708,142.55705,0.00064,0.00064,0.03211
11.40000,0.25704,3031.37079,143.05937,0.00065,0.00065,0.03254
11.45000,0.25787,3042.60515,143.58955,0.00064,0.00064,0.03209
11.50000,0.25865,3052.93910,144.07724,0.00065,0.00065,0.03234
11.55000,0.25949,3062.14709,144.51180,0.00065,0.00065,0.03265
11.60000,0.26038,3072.06511,144.97986,0.00066,0.00066,0.03291
11.65000,0.26122,3083.45798,145.51752,0.00066,0.00066,0.03286
11.70000,0.26206,3094.78994,146.05231,0.00066,0.00066,0.03284
11.75000,0.26283,3103.56300,146.46634,0.00066,0.00066,0.03294
11.80000,0.26385,3113.57174,146.93867,0.00067,0.00067,0.03336
11.85000,0.26457,3118.17490,147.15591,0.00066,0.00066,0.03308
11.90000,0.26523,3123.50169,147.40730,0.00066,0.00066,0.03319
11.95000,0.26594,3132.18795,147.81723,0.00067,0.00067,0.03334
12.00000,0.26684,3142.24474,148.29184,0.00067,0.00067,0.03342
12.05000,0.26774,3156.03986,148.94287,0.00067,0.00067,0.03355
12.10000,0.26857,3165.33111,149.38135,0.00067,0.00067,0.03368
12.15000,0.26941,3176.07485,149.88838,0.00068,0.00068,0.03394
12.20000,0.27031,3186.27842,150.36992,0.00068,0.00068,0.03421
12.25000,0.27121,3198.94925,150.96790,0.00068,0.00068,0.03409
12.30000,0.27204,3208.63649,151.42506,0.00068,0.00068,0.03392
12.35000,0.27282,3218.71974,151.90092,0.00069,0.00069,0.03431
12.40000,0.27366,3228.28181,152.35219,0.00069,0.00069,0.03425
12.45000,0.27449,3237.62149,152.79295,0.00069,0.00069,0.03426
12.50000,0.27527,3247.67120,153.26723,0.00069,0.00069,0.03442
12.55000,0.27605,3256.01436,153.66096,0.00070,0.00070,0.03494
12.60000,0.27694,3266.19409,154.14137,0.00070,0.00070,0.03493
12.65000,0.27784,3275.97000,154.60272,0.00070,0.00070,0.03484
12.70000,0.27874,3287.18275,155.13190,0.00070,0.00070,0.03513
12.75000,0.27952,3294.37107,155.47113,0.00070,0.00070,0.03505
12.80000,0.28035,3305.19862,155.98212,0.00070,0.00070,0.03484
12.85000,0.28125,3315.38580,156.46288,0.00070,0.00070,0.03507
12.90000,0.28209,3327.09812,157.01561,0.00071,0.00071,0.03545
12.95000,0.28292,3336.66988,157.46733,0.00071,0.00071,0.03545
13.00000,0.28370,3344.11114,157.81851,0.00070,0.00070,0.03511
13.05000,0.28454,3354.71630,158.31900,0.00071,0.00071,0.03569
13.10000,0.28538,3363.62533,158.73944,0.00072,0.00072,0.03598
13.15000,0.28609,3372.06610,159.13779,0.00072,0.00072,0.03578
13.20000,0.28687,3379.50774,159.48898,0.00071,0.00071,0.03562
13.25000,0.28771,3390.18479,159.99286,0.00072,0.00072,0.03598
13.30000,0.28860,3399.61275,160.43779,0.00073,0.00073,0.03629
13.35000,0.28944,3410.45484,160.94946,0.00073,0.00073,0.03627
13.40000,0.29034,3420.75154,161.43539,0.00072,0.00072,0.03589
13.45000,0.29123,3429.13829,161.83119,0.00073,0.00073,0.03648
13.50000,0.29213,3439.88948,162.33858,0.00074,0.00074,0.03680
13.55000,0.29297,3450.53598,162.84102,0.00073,0.00073,0.03665
13.60000,0.29369,3458.43099,163.21361,0.00073,0.00073,0.03655
13.65000,0.29446,3465.84953,163.56371,0.00074,0.00074,0.03689
13.70000,0.29530,3474.79247,163.98575,0.00075,0.00075,0.03730
13.75000,0.29608,3484.76768,164.45651,0.00073,0.00073,0.03668
13.80000,0.29685,3491.47134,164.77287,0.00073,0.00073,0.03667
13.85000,0.29769,3499.53622,165.15349,0.00075,0.00075,0.03743
13.90000,0.29859,3511.70078,165.72757,0.00075,0.00075,0.03731
13.95000,0.29949,3521.60372,166.19492,0.00074,0.00074,0.03713
14.00000,0.30032,3532.36534,166.70279,0.00075,0.00075,0.03729
14.05000,0.30122,3540.77481,167.09966,0.00076,0.00076,0.03788
14.10000,0.30206,3550.88934,167.57698,0.00076,0.00076,0.03806
14.15000,0.30295,3560.16606,168.01479,0.00075,0.00075,0.03763
14.20000,0.30373,3569.30196,168.44594,0.00076,0.00076,0.03779
14.25000,0.30451,3577.43725,168.82986,0.00076,0.00076,0.03808
14.30000,0.30534,3585.47121,169.20901,0.00077,0.00077,0.03827
14.35000,0.30618,3595.14058,169.66533,0.00076,0.00076,0.03793
14.40000,0.30696,3604.60132,170.11182,0.00076,0.00076,0.03811
14.45000,0.30774,3613.79199,170.54555,0.00077,0.00077,0.03861
14.50000,0.30857,3622.22865,170.94370,0.00077,0.00077,0.03837
14.55000,0.30947,3632.71274,171.43848,0.00077,0.00077,0.03831
14.60000,0.31037,3643.16553,171.93178,0.00077,0.00077,0.03861
14.65000,0.31120,3652.60467,172.37724,0.00078,0.00078,0.03885
14.70000,0.31204,3662.07883,172.82436,0.00078,0.00078,0.03876
14.75000,0.31294,3672.16244,173.30023,0.00078,0.00078,0.03888
14.80000,0.31372,3681.95474,173.76236,0.00078,0.00078,0.03899
14.85000,0.31449,3689.62623,174.12439,0.00078,0.00078,0.03906
14.90000,0.31533,3697.10252,174.47722,0.00079,0.00079,0.03940
14.95000,0.31617,3705.63008,174.87967,0.00078,0.00078,0.03920
15.00000,0.31694,3713.91512,175.27066,0.00079,0.00079,0.03966
15.05000,0.31772,3723.37401,175.71706,0.00079,0.00079,0.03948
15.10000,0.31856,3731.60131,176.10532,0.00079,0.00079,0.03965
15.15000,0.31940,3740.31626,176.51660,0.00079,0.00079,0.03955
15.20000,0.32029,3750.39689,176.99234,0.00080,0.00080,0.03982
15.25000,0.32113,3760.74687,177.48079,0.00080,0.00080,0.03987
15.30000,0.32203,3768.75699,177.85881,0.00080,0.00080,0.03980
15.35000,0.32286,3779.11255,178.34752,0.00080,0.00080,0.03997
15.40000,0.32376,3788.58298,178.79445,0.00080,0.00080,0.04022
15.45000,0.32460,3797.15525,179.19901,0.00080,0.00080,0.04007
15.50000,0.32537,3805.50772,179.59319,0.00080,0.00080,0.04025
15.55000,0.32621,3814.58625,180.02162,0.00081,0.00081,0.04060
15.60000,0.32705,3823.16373,180.42642,0.00081,0.00081,0.04068
15.65000,0.32783,3831.20626,180.80597,0.00081,0.00081,0.04036
15.70000,0.32860,3838.01050,181.12709,0.00082,0.00082,0.04083
15.75000,0.32944,3847.00559,181.55159,0.00082,0.00082,0.04100
15.80000,0.33028,3855.79951,181.96660,0.00082,0.00082,0.04076
15.85000,0.33117,3865.84587,182.44072,0.00081,0.00081,0.04065
15.90000,0.33201,3874.34065,182.84161,0.00082,0.00082,0.04113
15.95000,0.33285,3883.67325,183.28204,0.00082,0.00082,0.04120
16.00000,0.33374,3892.72571,183.70926,0.00082,0.00082,0.04115
16.05000,0.33452,3902.87489,184.18823,0.00083,0.00083,0.04148
16.10000,0.33536,3910.16603,184.53232,0.00083,0.00083,0.04163
16.15000,0.33614,3918.48013,184.92468,0.00083,0.00083,0.04154
16.20000,0.33697,3927.02632,185.32800,0.00084,0.00084,0.04205
16.25000,0.33775,3936.07430,185.75500,0.00083,0.00083,0.04162
16.30000,0.33853,3943.54053,186.10736,0.00083,0.00083,0.04162
16.35000,0.33937,3951.01011,186.45987,0.00084,0.00084,0.04187
16.40000,0.34026,3960.02159,186.88515,0.00084,0.00084,0.04201
16.45000,0.34116,3970.07652,187.35966,0.00084,0.00084,0.04214
16.50000,0.34200,3978.89987,187.77608,0.00084,0.00084,0.04222
16.55000,0.34277,3987.86552,188.19919,0.00085,0.00085,0.04237
16.60000,0.34367,3995.05869,188.53865,0.00085,0.00085,0.04231
16.65000,0.34457,4004.62300,188.99002,0.00085,0.00085,0.04254
16.70000,0.34540,4012.69682,189.37105,0.00085,0.00085,0.04239
16.75000,0.34624,4021.34620,189.77924,0.00084,0.00084,0.04222
16.80000,0.34708,4028.18955,190.10220,0.00086,0.00086,0.04314
16.85000,0.34786,4036.29802,190.48486,0.00086,0.00086,0.04282
16.90000,0.34863,4043.71135,190.83472,0.00085,0.00085,0.04247
16.95000,0.34935,4049.50008,191.10791,0.00086,0.00086,0.04289
17.00000,0.35025,4057.41520,191.48145,0.00087,0.00087,0.04328
17.05000,0.35114,4066.36633,191.90387,0.00086,0.00086,0.04287
17.10000,0.35198,4074.41147,192.28355,0.00086,0.00086,0.04305
17.15000,0.35282,4083.04818,192.69115,0.00087,0.00087,0.04329
17.20000,0.35371,4091.20023,193.07587,0.00087,0.00087,0.04350
17.25000,0.35461,4099.75760,193.47971,0.00086,0.00086,0.04317
17.30000,0.35545,4108.78994,193.90598,0.00087,0.00087,0.04344
17.35000,0.35623,4115.37774,194.21687,0.00087,0.00087,0.04372
17.40000,0.35700,4120.87962,194.47652,0.00088,0.00088,0.04391
17.45000,0.35784,4128.08023,194.81633,0.00087,0.00087,0.04348
17.50000,0.35856,4136.12388,195.19594,0.00088,0.00088,0.04385
17.55000,0.35933,4142.59024,195.50110,0.00088,0.00088,0.04407
17.60000,0.36023,4149.38964,195.82199,0.00088,0.00088,0.04400
17.65000,0.36113,4158.35641,196.24516,0.00088,0.00088,0.04383
17.70000,0.36197,4167.85069,196.69322,0.00088,0.00088,0.04412
17.75000,0.36280,4175.91445,197.07378,0.00089,0.00089,0.04454
17.80000,0.36370,4182.81406,197.39938,0.00089,0.00089,0.04449
17.85000,0.36454,4192.23234,197.84386,0.00088,0.00088,0.04411
17.90000,0.36543,4200.20521,198.22012,0.00089,0.00089,0.04446
17.95000,0.36627,4208.42730,198.60815,0.00090,0.00090,0.04481
18.00000,0.36705,4215.37198,198.93590,0.00090,0.00090,0.04491
18.05000,0.36782,4222.57781,199.27596,0.00089,0.00089,0.04459
18.10000,0.36866,4228.80985,199.57007,0.00090,0.00090,0.04479
18.15000,0.36938,4235.74597,199.89740,0.00090,0.00090,0.04510
18.20000,0.37022,4242.62546,200.22206,0.00090,0.00090,0.04486
18.25000,0.37111,4250.81551,200.60858,0.00090,0.00090,0.04494
18.30000,0.37201,4260.80227,201.07988,0.00090,0.00090,0.04524
18.35000,0.37285,4269.05900,201.46954,0.00091,0.00091,0.04532
18.40000,0.37368,4277.50796,201.86827,0.00090,0.00090,0.04520
18.45000,0.37452,4285.47151,202.24409,0.00090,0.00090,0.04518
18.50000,0.37542,4293.87167,202.64052,0.00091,0.00091,0.04554
18.55000,0.37626,4303.10518,203.07628,0.00091,0.00091,0.04569
18.60000,0.37703,4310.19925,203.41107,0.00091,0.00091,0.04553
18.65000,0.37781,4316.03193,203.68634,0.00091,0.00091,0.04538
18.70000,0.37865,4323.81444,204.05362,0.00092,0.00092,0.04596
18.75000,0.37942,4330.70473,204.37878,0.00092,0.00092,0.04623
18.80000,0.38020,4337.91764,204.71919,0.00091,0.00091,0.04567
18.85000,0.38104,4344.28602,205.01973,0.00091,0.00091,0.04573
18.90000,0.38194,4353.22970,205.44180,0.00092,0.00092,0.04612
18.95000,0.38283,4361.94092,205.85292,0.00093,0.00093,0.04647
19.00000,0.38361,4369.18065,206.19458,0.00093,0.00093,0.04626
19.05000,0.38445,4378.44545,206.63181,0.00093,0.00093,0.04629
19.10000,0.38534,4384.35264,206.91058,0.00093,0.00093,0.04639
19.15000,0.38624,4395.26439,207.42555,0.00093,0.00093,0.04656
19.20000,0.38708,4402.84722,207.78340,0.00093,0.00093,0.04646
19.25000,0.38785,4408.60614,208.05519,0.00093,0.00093,0.04668
19.30000,0.38863,4414.39189,208.32823,0.00093,0.00093,0.04671
19.35000,0.38941,4420.73494,208.62758,0.00093,0.00093,0.04675
